"institution_id","institution_name","country","country_code","latitude","longitude","type","qs_ranking_2024","region","research_output_score"
"I3131550300","Université Toulouse-I-Capitole","France","FR","43.6042594909668","1.4436700344085691","education","100.0","Europe","100.0"
"I2801312332","Xinjiang Production and Construction Corps","China","CN","43.80096054077149","87.60045623779297","nonprofit","100.0","Asia","100.0"
"I2800033600","European Society for Medical Oncology","Switzerland","CH","46.01276397705078","8.964263916015625","nonprofit","","Europe","35.56"
"I19630809","Mario Negri Institute for Pharmacological Research","Italy","IT","45.46427154541016","9.189510345458984","nonprofit","100.0","Europe","100.0"
"I177725633","Chinese University of Hong Kong","China","CN","22.419721603393555","114.20679473876952","education","27.0","Asia","100.0"
"I4210146449","MRC University of Glasgow Centre for Virus Research","United Kingdom","GB","55.90294647216797","-4.317486763000488","government","100.0","Europe","100.0"
"I40246663","Chinese Academy of Engineering","China","CN","39.907501220703125","116.39723205566406","other","100.0","Asia","100.0"
"I27963644","HHL Leipzig Graduate School of Management","Germany","DE","51.33961868286133","12.37129020690918","education","252.0","Europe","93.24"
"I4210140519","Korean Association Of Science and Technology Studies","South Korea","KR","37.56034851074219","126.99635314941406","other","100.0","Asia","100.0"
"I121296143","Hunan University of Science and Technology","China","CN","27.850000381469727","112.9000015258789","education","100.0","Asia","100.0"
"I28777354","Sejong University","South Korea","KR","37.55083465576172","127.07389068603516","education","100.0","Asia","100.0"
"I57913696","Istanbul Medeniyet University","Turkey","TR","41.01383972167969","28.94965934753418","education","100.0","Asia","100.0"
"I162030827","Thapar Institute of Engineering & Technology","India","IN","30.33625030517578","76.39219665527344","education","100.0","Asia","100.0"
"I131434179","Nanjing University of Chinese Medicine","China","CN","32.061668395996094","118.77777862548828","education","100.0","Asia","100.0"
"I187560010","University of Béjaïa","Algeria","DZ","36.7558708190918","5.084330081939697","education","100.0","Africa","100.0"
"I1316064682","LinkedIn (United States)","United States","US","37.39273071289063","-122.040771484375","company","547.0","North America","83.57"
"I4210140564","Istituto Nazionale di Fisica Nucleare, Sezione di Milano Bicocca","Italy","IT","45.46427154541016","9.189510345458984","facility","9.0","Europe","100.0"
"I878022262","Korea Institute of Science & Technology Information","South Korea","KR","36.34912872314453","127.38493347167967","facility","100.0","Asia","100.0"
"I148283060","Lawrence Berkeley National Laboratory","United States","US","37.87158966064453","-122.2727508544922","facility","10.0","North America","100.0"
"I126477371","Mohammed V University","Morocco","MA","34.01324844360352","-6.832550048828125","education","100.0","Africa","100.0"
"I18452974","Letterkenny Institute of Technology","Ireland","IE","54.95000076293945","-7.733329772949219","education","100.0","Europe","100.0"
"I2799975090","Socièté Nationale de l'Electricité et du Gaz","Algeria","DZ","36.754730224609375","3.058706998825073","government","","Africa","5.38"
"I16076960","COMSATS University Islamabad","Pakistan","PK","33.6528434753418","73.15654754638672","education","100.0","Asia","100.0"
"I4210098205","State Key Laboratory of Oil and Gas Reservoir Geology and Exploitation","China","CN","30.66666984558105","104.0666732788086","facility","100.0","Asia","100.0"
"I2801075670","Massachusetts Mental Health Center","United States","US","42.33611297607422","-71.1087875366211","healthcare","100.0","North America","100.0"
"I54459138","University of Salford","United Kingdom","GB","53.48770904541016","-2.2904200553894043","education","100.0","Europe","100.0"
"I29607241","École Normale Supérieure - PSL","France","FR","48.85340881347656","2.34879994392395","other","100.0","Europe","100.0"
"I4210115145","University of Minnesota, Duluth","United States","US","46.81829452514648","-92.08257293701172","education","100.0","North America","100.0"
"I4210105455","Istituto Nazionale di Fisica Nucleare, Sezione di Padova","Italy","IT","45.4079704284668","11.885860443115234","facility","9.0","Europe","100.0"
"I69181431","Universidad de las Américas Puebla","Mexico","MX","19.05143928527832","-98.29525756835938","education","100.0","North America","100.0"
"I141945490","University of British Columbia","Canada","CA","49.24966049194336","-123.1193389892578","education","35.0","North America","100.0"
"I44839336","Universidade Católica Dom Bosco","Brazil","BR","-20.442779541015625","-54.64638900756836","education","100.0","South America","100.0"
"I4210096899","Jiangsu University of Science and Technology","China","CN","32.21086120605469","119.455078125","education","100.0","Asia","100.0"
"I4210153546","Flatiron Health (United States)","United States","US","40.71427154541016","-74.00596618652344","company","100.0","North America","100.0"
"I71999127","Universitat de Barcelona","Spain","ES","41.388790130615234","2.158989906311035","education","100.0","Europe","100.0"
"I3121512035","Universidad Autónoma de Chile","Chile","CL","-33.426204681396484","-70.61126708984375","education","100.0","South America","100.0"
"I41198531","Nanjing University of Posts and Telecommunications","China","CN","32.080501556396484","118.76499938964844","education","100.0","Asia","100.0"
"I151808059","Colorado School of Public Health","United States","US","39.72943115234375","-104.83191680908205","education","100.0","North America","100.0"
"I96195991","German University of Administrative Sciences","Germany","DE","49.31732177734375","8.416153907775879","education","913.0","Europe","72.48"
"I4210146089","Biotherapy of Genetic Diseases, Inflammatory Disorders and Cancers","France","FR","44.84043884277344","-0.5805000066757202","facility","100.0","Europe","100.0"
"I145581781","Chongqing Technology and Business University","China","CN","29.56026077270508","106.55770874023438","education","100.0","Asia","100.0"
"I4210161700","Kobe City Medical Center General Hospital","Japan","JP","34.69129943847656","135.18299865722656","healthcare","100.0","Asia","100.0"
"I4210117535","Cognizant (India)","India","IN","19.11197280883789","72.91112518310547","company","","Asia","34.28"
"I4210152724","Institut du Cerveau","France","FR","48.85340881347656","2.34879994392395","facility","100.0","Europe","100.0"
"I198445264","Arcada University of Applied Sciences","Finland","FI","60.16952133178711","24.935449600219727","education","","Europe","42.81"
"I170215575","National University of Defense Technology","China","CN","28.198740005493164","112.97087097167967","education","100.0","Asia","100.0"
"I265519392","Erzurum Technical University","Turkey","TR","39.90861129760742","41.27693939208984","education","100.0","Asia","100.0"
"I4210112946","Shanghai Institute of Organic Chemistry","China","CN","31.22221946716309","121.45806121826172","facility","100.0","Asia","100.0"
"I4210136497","Jilin Medical University","China","CN","43.80674362182617","126.56061553955078","education","100.0","Asia","100.0"
"I4387152492","Vaagdevi College of Engineering","","","17.891780853271484","79.61514282226562","education","","","26.67"
"I1315456113","Vinh University","Vietnam","VN","18.660898208618164","105.69447326660156","education","100.0","Asia","100.0"
"I4210128533","State Key Joint Laboratory of Environment Simulation and Pollution Control","China","CN","39.92256164550781","116.408447265625","facility","100.0","Asia","100.0"
"I196355604","National Research Tomsk State University","Russia","RU","56.46939849853516","84.94750213623047","education","100.0","Europe","100.0"
"I4210103627","BaiCheng Normal University","China","CN","45.62193298339844","122.83795928955078","education","100.0","Asia","100.0"
"I26437253","Örebro University","Sweden","SE","59.27412033081055","15.206600189208984","education","100.0","Europe","100.0"
"I201873833","Dongyang University","South Korea","KR","36.88318634033203","128.53369140625","education","","Asia","43.85"
"I4210158752","Montreal Clinical Research Institute","Canada","CA","45.50883865356445","-73.58780670166016","facility","100.0","North America","100.0"
"I3129293551","Tarim University","China","CN","40.54640197753906","81.28889465332031","education","100.0","Asia","100.0"
"I149919469","California Polytechnic State University","United States","US","35.28274917602539","-120.6596221923828","education","100.0","North America","100.0"
"I4210136859","Xi’an University of Posts and Telecommunications","China","CN","34.258331298828125","108.9286117553711","education","100.0","Asia","100.0"
"I75619284","Universidade Positivo","Brazil","BR","-25.446666717529297","-49.35861206054688","education","100.0","South America","100.0"
"I4210099512","Second Affiliated Hospital & Yuying Children's Hospital of Wenzhou Medical University","China","CN","28.00654602050781","120.67172241210938","healthcare","100.0","Asia","100.0"
"I161371597","Universiti of Malaysia Sabah","Malaysia","MY","5.974899768829346","116.07240295410156","education","100.0","Asia","100.0"
"I165831266","Nirma University","India","IN","23.025789260864254","72.58727264404297","education","100.0","Asia","100.0"
"I2801253297","Southmead Hospital","United Kingdom","GB","51.49700164794922","-2.594000101089477","healthcare","100.0","Europe","100.0"
"I39343248","Humboldt-Universität zu Berlin","Germany","DE","52.52436828613281","13.410530090332031","education","100.0","Europe","100.0"
"I138847295","Universitat Oberta de Catalunya","Spain","ES","41.388790130615234","2.158989906311035","education","100.0","Europe","100.0"
"I74897591","Marmara University","Turkey","TR","41.01383972167969","28.94965934753418","education","100.0","Asia","100.0"
"I4210126319","Duke-NUS Medical School","Singapore","SG","1.2896699905395508","103.85006713867188","education","8.0","Asia","100.0"
"I21740220","Centro Internacional de Mejoramiento de Maíz Y Trigo","Mexico","MX","19.511940002441406","-98.88292694091795","nonprofit","100.0","North America","100.0"
"I4210115256","Jackson Laboratory","United States","US","44.38758087158203","-68.20390319824219","nonprofit","100.0","North America","100.0"
"I32686375","Danish Meteorological Institute","Denmark","DK","55.67594146728516","12.565529823303224","facility","100.0","Europe","100.0"
"I185523456","University of Southern Queensland","Australia","AU","-27.56056022644043","151.953857421875","education","100.0","Oceania","100.0"
"I197081775","Annamalai University","India","IN","11.391782760620115","79.71320343017578","education","100.0","Asia","100.0"
"I4210144776","Earth System Science Interdisciplinary Center","United States","US","38.98067092895508","-76.93692016601562","facility","100.0","North America","100.0"
"I2800991225","Royal Ottawa Mental Health Centre","Canada","CA","45.411170959472656","-75.6981201171875","healthcare","100.0","North America","100.0"
"I880774266","Littelfuse (United States)","United States","US","41.98667526245117","-87.84537506103516","company","","North America","48.85"
"I193531525","George Washington University","United States","US","38.895111083984375","-77.03636932373047","education","100.0","North America","100.0"
"I3133055985","Westlake University","China","CN","30.293649673461918","120.1614227294922","education","100.0","Asia","100.0"
"I4391767778","State Key Laboratory of Turbulence and Complex Systems","","","39.907501220703125","116.39723205566406","facility","100.0","","100.0"
"I196021976","Walter and Eliza Hall Institute of Medical Research","Australia","AU","-37.81399917602539","144.96331787109375","nonprofit","100.0","Oceania","100.0"
"I76756774","Texas A&M University – Central Texas","United States","US","31.11712074279785","-97.72779846191406","education","","North America","45.88"
"I4210124274","Fraunhofer Institute for Integrated Circuits","Germany","DE","49.54682922363281","11.019344329833984","facility","100.0","Europe","100.0"
"I98285908","Osaka University","Japan","JP","34.69374084472656","135.50218200683594","education","100.0","Asia","100.0"
"I2800229700","Helsinki Institute of Physics","Finland","FI","60.16952133178711","24.935449600219727","facility","100.0","Europe","100.0"
"I45935490","National Institute of Water and Atmospheric Research","New Zealand","NZ","-36.84402847290039","174.76171875","facility","100.0","Oceania","100.0"
"I192597271","MRC Cognition and Brain Sciences Unit","United Kingdom","GB","52.19260025024414","0.1191999986767768","facility","100.0","Europe","100.0"
"I4210134769","University of Pittsburgh Medical Center","United States","US","40.44062042236328","-79.99588775634766","healthcare","100.0","North America","100.0"
"I75955062","Henan Normal University","China","CN","35.32438278198242","113.92017364501952","education","100.0","Asia","100.0"
"I3125470973","Istanbul Medipol University","Turkey","TR","41.01383972167969","28.94965934753418","education","100.0","Asia","100.0"
"I4210150309","Research Center for Natural Resources, Environment and Society","Portugal","PT","40.21342849731445","-8.452033042907715","facility","144.0","Europe","97.76"
"I2801628138","Frankfurt Institute for Advanced Studies","Germany","DE","50.17300033569336","8.626999855041504","facility","100.0","Europe","100.0"
"I3132934759","Kalaidos University of Applied Sciences","Switzerland","CH","47.41552734375","8.543835639953613","education","","Europe","20.07"
"I12393601","Huaihua University","China","CN","27.56336975097656","110.00404357910156","education","100.0","Asia","100.0"
"I117015748","Purdue University Northwest","United States","US","41.61753082275391","-87.47512817382812","education","95.0","North America","100.0"
"I4210092089","Vehicle Technologies Office","United States","US","38.895111083984375","-77.03636932373047","government","","North America","63.71"
"I63533367","General Atomics (United States)","United States","US","32.7157096862793","-117.16471862792967","company","100.0","North America","100.0"
"I4210142044","VinUniversity","Vietnam","VN","20.98925018310547","105.94357299804688","education","261.0","Asia","92.94"
"I2802705668","United States Army Combat Capabilities Development Command","United States","US","39.46686172485352","-76.13066101074219","other","100.0","North America","100.0"
"I223464139","Linnaeus University","Sweden","SE","56.87767028808594","14.809060096740724","education","100.0","Europe","100.0"
"I165951966","The University of Texas Health Science Center at San Antonio","United States","US","29.42411994934082","-98.4936294555664","education","100.0","North America","100.0"
"I92834545","École Supérieure de Commerce de Rennes","France","FR","48.11198043823242","-1.6742899417877195","education","100.0","Europe","100.0"
"I4210142395","Torrens University Australia","Australia","AU","-34.927703857421875","138.60400390625","education","100.0","Oceania","100.0"
"I4210135375","Nutrition Sciences (Belgium)","Belgium","BE","51.04168701171875","3.60225510597229","company","100.0","Europe","100.0"
"I4210153930","Guangdong Provincial People's Hospital","China","CN","23.116670608520508","113.25","healthcare","100.0","Asia","100.0"
"I16365422","Hefei University of Technology","China","CN","31.863889694213867","117.28083038330078","education","100.0","Asia","100.0"
"I180664298","Federal University of Technology","Nigeria","NG","7.252560138702393","5.193120002746582","education","100.0","Africa","100.0"
"I114832834","Tulane University","United States","US","29.95465087890625","-90.0750732421875","education","100.0","North America","100.0"
"I51281103","Indian Institute of Remote Sensing","India","IN","30.34075927734375","78.04402160644531","government","100.0","Asia","100.0"
"I76214153","Lanzhou University","China","CN","36.057010650634766","103.8398666381836","education","100.0","Asia","100.0"
"I51579864","Stryker (United States)","United States","US","42.24191284179688","-85.55619049072266","company","100.0","North America","100.0"
"I2801109035","ARM (United Kingdom)","United Kingdom","GB","52.20000076293945","0.1166699975728988","company","","Europe","48.68"
"I39642139","Kermanshah University of Medical Sciences","Iran","IR","34.314170837402344","47.06499862670898","education","100.0","Asia","100.0"
"I4210149920","William Harvey Research Institute","United Kingdom","GB","51.50852966308594","-0.1257400065660476","facility","100.0","Europe","100.0"
"I4210116741","Innopolis University","Russia","RU","55.74982070922852","48.74753952026367","education","100.0","Europe","100.0"
"I4210091274","Cégep de Lévis","Canada","CA","46.803260803222656","-71.17793273925781","education","","North America","28.84"
"I65146876","Quaid-e-Awam University of Engineering, Science and Technology","Pakistan","PK","26.239389419555664","68.4036865234375","education","100.0","Asia","100.0"
"I36622005","Petra University","Jordan","JO","31.955219268798828","35.945030212402344","education","100.0","Asia","100.0"
"I4210152024","Instituto de Física de Cantabria","Spain","ES","43.4647216796875","-3.8044400215148926","facility","100.0","Europe","100.0"
"I1283280774","Brigham and Women's Hospital","United States","US","42.358428955078125","-71.05976867675781","healthcare","100.0","North America","100.0"
"I4210114883","Tempus Labs (United States)","United States","US","41.89753341674805","-87.64557647705078","company","990.0","North America","70.15"
"I177833724","Virginia Union University","United States","US","37.562721252441406","-77.45083618164062","education","","North America","15.85"
"I47726972","Universidad Autónoma de Occidente","Colombia","CO","3.4372200965881348","-76.52249908447266","education","100.0","South America","100.0"
"I70764802","National Polytechnic School","Ecuador","EC","-0.2298499941825866","-78.52494812011719","education","100.0","South America","100.0"
"I4210132449","The Royal College Of Anesthesiologists Of Thailand","Thailand","TH","13.748160362243652","100.58480834960938","education","100.0","Asia","100.0"
"I4210163248","Institute of Marine Geology and Geophysics","Vietnam","VN","21.04606437683105","105.7936019897461","facility","986.0","Asia","70.25"
"I4210121077","Cancer Research Institute of the Slovak Academy of Sciences","Slovakia","SK","48.14815902709961","17.106740951538086","facility","100.0","Europe","100.0"
"I205051169","Kingston University","United Kingdom","GB","51.50852966308594","-0.1257400065660476","education","100.0","Europe","100.0"
"I100005738","Brigham Young University","United States","US","40.23384094238281","-111.65853118896484","education","100.0","North America","100.0"
"I50379099","Adana Science and Technology University","Turkey","TR","37.00553894042969","35.24934005737305","education","100.0","Asia","100.0"
"I4210121877","Institut de Recherche sur les Systèmes Atomiques et Moléculaires Complexes","France","FR","43.6042594909668","1.4436700344085691","facility","100.0","Europe","100.0"
"I4210158342","Intel (United Kingdom)","United Kingdom","GB","51.543094635009766","-1.77155601978302","company","100.0","Europe","100.0"
"I21945476","Shanghai Normal University","China","CN","31.22221946716309","121.45806121826172","education","100.0","Asia","100.0"
"I4210153376","Chung-Ang University Hospital","South Korea","KR","37.50680541992188","126.96076202392578","healthcare","100.0","Asia","100.0"
"I4388446367","Toronto General Hospital Research Institute","Canada","CA","43.70011138916016","-79.41629791259766","facility","247.0","North America","93.43"
"I4210089985","Amazon (Germany)","Germany","DE","52.51008987426758","13.398407936096191","company","100.0","Europe","100.0"
"I4210109412","Akdeniz University Hospital","Turkey","TR","36.89916229248047","30.665023803710938","healthcare","100.0","Asia","100.0"
"I2802789809","Edinburgh Royal Infirmary","United Kingdom","GB","55.9228515625","-3.1366419792175293","healthcare","100.0","Europe","100.0"
"I2800091995","West China Medical Center of Sichuan University","China","CN","30.574499130249023","104.06954956054688","healthcare","100.0","Asia","100.0"
"I86381314","Vikram University","India","IN","23.164257049560547","75.81336975097656","education","100.0","Asia","100.0"
"I202126657","Qufu Normal University","China","CN","35.5966682434082","116.9911117553711","education","100.0","Asia","100.0"
"I40413290","University of Gdańsk","Poland","PL","54.35226821899414","18.649120330810547","education","100.0","Europe","100.0"
"I4210089966","London School of Hygiene & Tropical Medicine","United Kingdom","GB","51.52090072631836","-0.1307000070810318","education","100.0","Europe","100.0"
"I4210135055","Institute of Information and Computational Technologies","Kazakhstan","KZ","43.24551773071289","76.95336151123047","facility","","Asia","55.14"
"I72816309","Drexel University","United States","US","39.9523811340332","-75.16361999511719","education","100.0","North America","100.0"
"I4391768043","State Key Laboratory of Oral Diseases","","","30.66666984558105","104.0666732788086","facility","100.0","","100.0"
"I4210092223","Suzhou Vocational University","China","CN","31.304079055786133","120.59538269042967","education","100.0","Asia","100.0"
"I4210086096","Haikou City People's Hospital","China","CN","20.06104278564453","110.34093475341795","healthcare","100.0","Asia","100.0"
"I1327969474","Statistics Austria","Austria","AT","48.18597030639648","16.423044204711914","government","100.0","Europe","100.0"
"I24603500","University of Massachusetts Amherst","United States","US","42.375370025634766","-72.51924896240234","education","100.0","North America","100.0"
"I160722675","New Zealand College of Chiropractic","New Zealand","NZ","-36.8997802734375","174.82696533203125","education","","Oceania","17.53"
"I4210089761","West China Hospital of Sichuan University","China","CN","30.66666984558105","104.0666732788086","healthcare","100.0","Asia","100.0"
"I48890080","Brandon University","Canada","CA","49.84692001342773","-99.95305633544922","education","100.0","North America","100.0"
"I4210167297","IBM Research - Haifa","Israel","IL","32.10221481323242","34.85060501098633","facility","100.0","Asia","100.0"
"I96062909","Babson College","United States","US","42.29648971557617","-71.29255676269531","education","100.0","North America","100.0"
"I102782458","Chittagong University of Engineering & Technology","Bangladesh","BD","22.33839988708496","91.83168029785156","education","100.0","Asia","100.0"
"I4210110849","Sichuan Tourism University","China","CN","30.66666984558105","104.0666732788086","education","403.0","Asia","88.21"
"I4210145955","Center for Advanced Internet Studies","Germany","DE","51.46221160888672","7.233389854431152","nonprofit","","Europe","6.42"
"I130294970","Częstochowa University of Technology","Poland","PL","50.79645919799805","19.12409019470215","education","100.0","Europe","100.0"
"I4210115570","National Space Science Center","China","CN","39.907501220703125","116.39723205566406","facility","100.0","Asia","100.0"
"I5518804","BRAC University","Bangladesh","BD","23.78043556213379","90.4071273803711","education","100.0","Asia","100.0"
"I4210103956","Third Affiliated Hospital of Harbin Medical University","China","CN","45.75","126.6500015258789","healthcare","100.0","Asia","100.0"
"I4210119410","Institute of Fundamental Technological Research","Poland","PL","52.206790924072266","20.98125267028809","facility","100.0","Europe","100.0"
"I338016083","University of Sadat City","Egypt","EG","30.369443893432617","30.497499465942383","education","100.0","Africa","100.0"
"I97626857","University of Birjand","Iran","IR","32.87666702270508","59.218055725097656","education","100.0","Asia","100.0"
"I162212782","Central State University","United States","US","39.71561050415039","-83.8783187866211","education","","North America","50.7"
"I2800142400","Skolkovo Moscow School of Management","Russia","RU","55.695579528808594","37.390506744384766","education","","Europe","11.69"
"I12450925","Nha Trang University","Vietnam","VN","12.245070457458496","109.19432067871094","education","100.0","Asia","100.0"
"I3124704065","University of Kurdistan","Iran","IR","35.31494903564453","46.99882888793945","education","100.0","Asia","100.0"
"I68171755","National Defense Medical Center","Taiwan","TW","25.070804595947266","121.59612274169922","healthcare","100.0","Asia","100.0"
"I4210149786","Jiangxi Institute Of Economic Administraors","China","CN","28.638702392578125","115.8045654296875","education","","Asia","14.34"
"I142444530","University of Trieste","Italy","IT","45.64952850341797","13.776780128479004","education","100.0","Europe","100.0"
"I133529467","Sharif University of Technology","Iran","IR","35.70386505126953","51.35158157348633","education","100.0","Asia","100.0"
"I4210105992","Qatar Science and Technology Park","Qatar","QA","25.32539939880371","51.43737411499024","archive","763.0","Asia","77.02"
"I179097149","University of Carthage","Tunisia","TN","36.8189697265625","10.165789604187012","education","100.0","Africa","100.0"
"I13469542","Vrije Universiteit Brussel","Belgium","BE","50.85044860839844","4.348780155181885","education","100.0","Europe","100.0"
"I27253931","Oklahoma City University","United States","US","35.495086669921875","-97.54198455810548","education","100.0","North America","100.0"
"I5188418","Laurea University of Applied Sciences","Finland","FI","60.29413986206055","25.040990829467773","education","100.0","Europe","100.0"
"I2800030765","Veterinary Medical Teaching Hospital","United States","US","38.5449104309082","-121.74051666259766","healthcare","100.0","North America","100.0"
"I4210120768","Maj Institute of Pharmacology","Poland","PL","50.093055725097656","19.885255813598636","facility","100.0","Europe","100.0"
"I4400600945","Anna University Regional Campus, Coimbatore","","","11.005550384521484","76.96611785888672","education","100.0","","100.0"
"I24354313","University of Buenos Aires","Argentina","AR","-34.61315155029297","-58.37723159790039","education","100.0","South America","100.0"
"I109736498","Canadian Institute for Advanced Research","Canada","CA","43.65538024902344","-79.3864517211914","facility","100.0","North America","100.0"
"I4210096295","University of Finance - Marketing","Vietnam","VN","10.751852989196776","106.7158660888672","education","","Asia","50.64"
"I126307644","University of Iowa","United States","US","41.661128997802734","-91.53016662597656","education","100.0","North America","100.0"
"I4210087773","Luigi Sacco Hospital","Italy","IT","45.51876449584961","9.12290096282959","healthcare","100.0","Europe","100.0"
"I98251732","McMaster University","Canada","CA","43.2501106262207","-79.8496322631836","education","100.0","North America","100.0"
"I50374818","International Black Sea University","GE","GE","41.7983512878418","44.773834228515625","education","","Other","58.11"
"I4210123021","Chongqing Institute of Green and Intelligent Technology","China","CN","29.56026077270508","106.55770874023438","facility","100.0","Asia","100.0"
"I49934816","Hunan University of Technology","China","CN","27.81759452819824","113.12696838378906","education","100.0","Asia","100.0"
"I216071944","St Mary's University Twickenham London","United Kingdom","GB","51.50852966308594","-0.1257400065660476","education","100.0","Europe","100.0"
"I43922553","Wuhan University of Science and Technology","China","CN","30.583330154418945","114.26667022705078","education","100.0","Asia","100.0"
"I4210142080","Services Australia","Australia","AU","-35.28081512451172","149.13031005859375","government","100.0","Oceania","100.0"
"I4210120522","Shantou University Medical College","China","CN","23.368139266967773","116.71479034423828","education","100.0","Asia","100.0"
"I1321014770","Association for Computing Machinery","United States","US","40.71427154541016","-74.00596618652344","nonprofit","100.0","North America","100.0"
"I139024713","Guangdong University of Technology","China","CN","23.03895378112793","113.39608001708984","education","100.0","Asia","100.0"
"I2802007660","University Hospital Augsburg","Germany","DE","48.385833740234375","10.837499618530272","healthcare","100.0","Europe","100.0"
"I4210143568","Central Hospital of Wuhan","China","CN","30.581451416015625","114.29573059082033","healthcare","100.0","Asia","100.0"
"I205237279","Nankai University","China","CN","39.14221954345703","117.17666625976562","education","100.0","Asia","100.0"
"I148798404","Tokyo University of Technology","Japan","JP","35.68949890136719","139.69171142578125","education","100.0","Asia","100.0"
"I3129830433","Mbeya University of Science and Technology","Tanzania","TZ","-8.941337585449219","33.41586685180664","education","","Africa","58.15"
"I11983389","Manchester Metropolitan University","United Kingdom","GB","53.48094940185547","-2.2374300956726074","education","100.0","Europe","100.0"
"I47164929","Najran University","Saudi Arabia","SA","17.49325942993164","44.12765884399414","education","100.0","Asia","100.0"
"I1330063522","Johnson & Johnson (United States)","United States","US","40.48622131347656","-74.45182037353516","company","100.0","North America","100.0"
"I4210111563","National Academy of Sciences of the Republic of Kazakhstan","Kazakhstan","KZ","43.2458381652832","76.95309448242188","facility","712.0","Asia","78.56"
"I4210147586","Texas Children's Hospital","United States","US","29.763280868530277","-95.36327362060548","other","100.0","North America","100.0"
"I4210094722","Center for Nanoscale Science and Technology","United States","US","39.13211441040039","-77.21491241455078","government","100.0","North America","100.0"
"I64128412","Dibrugarh University","India","IN","27.450000762939453","94.8949966430664","education","100.0","Asia","100.0"
"I2802581871","Edinburgh Cancer Research","United Kingdom","GB","55.95206069946289","-3.1964800357818604","facility","100.0","Europe","100.0"
"I4210131883","Brazilian Society of Computational and Applied Mathematics","Brazil","BR","-22.014020919799805","-47.8764762878418","other","100.0","South America","100.0"
"I137867983","Central University of Finance and Economics","China","CN","39.907501220703125","116.39723205566406","education","100.0","Asia","100.0"
"I4210151640","GastroZentrum Hirslanden Zürich","Switzerland","CH","47.35129165649414","8.576210021972656","healthcare","","Europe","23.94"
"I121058860","Dickinson College","United States","US","40.20148086547852","-77.18887329101562","education","100.0","North America","100.0"
"I55990551","University of Wollongong in Dubai","United Arab Emirates","AE","25.103975296020508","55.164886474609375","education","161.0","Asia","96.92"
"I170535673","Sana'a University","Yemen","YE","15.35472011566162","44.206668853759766","education","100.0","Asia","100.0"
"I4210132990","State Key Laboratory of Cryptology","China","CN","39.8773307800293","116.27870178222656","government","100.0","Asia","100.0"
"I32481161","Batman University","Turkey","TR","37.88737869262695","41.13220977783203","education","100.0","Asia","100.0"
"I91123046","University of Latvia","Latvia","LV","56.94599914550781","24.10589027404785","education","100.0","Europe","100.0"
"I4210124208","Defence Scientific Information & Documentation Centre","India","IN","28.68138694763184","77.22809600830078","facility","","Asia","19.82"
"I4210110024","Institute of Applied Ecology","China","CN","41.79222106933594","123.43277740478516","facility","100.0","Asia","100.0"
"I1293718874","Tri-Service General Hospital","Taiwan","TW","25.047760009765625","121.53185272216795","healthcare","100.0","Asia","100.0"
"I4210162197","Vanderbilt Health","United States","US","36.159706115722656","-86.68916320800781","company","100.0","North America","100.0"
"I2802557943","Agostino Gemelli University Polyclinic","Italy","IT","41.89192962646485","12.511329650878906","healthcare","100.0","Europe","100.0"
"I100532134","Université Claude Bernard Lyon 1","France","FR","45.76601028442383","4.879499912261963","education","100.0","Europe","100.0"
"I43986944","Angel Kanchev University of Ruse","Bulgaria","BG","43.84872055053711","25.953399658203125","education","100.0","Europe","100.0"
"I1329765538","Universities Space Research Association","United States","US","39.240379333496094","-76.83941650390625","nonprofit","100.0","North America","100.0"
"I207527440","Al-Aqsa University","Palestine","PS","31.51161766052246","34.4404411315918","education","","Asia","51.06"
"I4210131313","National Neuroscience Institute","Singapore","SG","1.3217240571975708","103.84596252441406","healthcare","100.0","Asia","100.0"
"I1336096307","United States Department of Agriculture","United States","US","38.895111083984375","-77.03636932373047","government","100.0","North America","100.0"
"I4210116917","Singapore Eye Research Institute","Singapore","SG","1.2813999652862549","103.8357391357422","facility","100.0","Asia","100.0"
"I4210093649","Information Technologies Institute","Greece","GR","40.64360809326172","22.93086051940918","nonprofit","100.0","Europe","100.0"
"I4210142254","Laboratoire Bordelais de Recherche en Informatique","France","FR","44.80849075317383","-0.5891500115394592","facility","100.0","Europe","100.0"
"I3020098449","CEA Grenoble","France","FR","45.17869186401367","5.714789867401123","government","100.0","Europe","100.0"
"I4210132817","Mercatorum University","Italy","IT","41.89192962646485","12.511329650878906","education","","Europe","55.75"
"I4210152232","Institute of Informatics of the Slovak Academy of Sciences","Slovakia","SK","48.14815902709961","17.106740951538086","facility","100.0","Europe","100.0"
"I98540497","Barnard College","United States","US","40.71427154541016","-74.00596618652344","education","100.0","North America","100.0"
"I40527276","Universität der Bundeswehr München","Germany","DE","48.137428283691406","11.57548999786377","education","100.0","Europe","100.0"
"I183111857","Malmö University","Sweden","SE","55.60586929321289","13.00072956085205","education","100.0","Europe","100.0"
"I867599234","Vion Pharmaceuticals (United States)","United States","US","41.15526580810547","-111.93875122070312","company","743.0","North America","77.63"
"I207206903","Universiti Tun Abdul Razak","Malaysia","MY","3.162903070449829","101.71887969970705","education","704.0","Asia","78.8"
"I6469544","City University of Macau","MO","MO","22.200559616088867","113.54611206054688","education","100.0","Other","100.0"
"I205582932","Max Delbrück Center","Germany","DE","52.52436828613281","13.410530090332031","facility","100.0","Europe","100.0"
